Date Time,Epoch,HR,BR,HRV,GSR,Feedback
2019-03-12 03:51:20,0,91,11.7,28,1.14985,0.0
2019-03-12 03:51:21,0,91,12.0,28,1.1614300000000002,0.0
2019-03-12 03:51:22,0,90,12.0,28,1.1844299999999999,0.0
2019-03-12 03:51:23,0,91,12.3,28,1.1938,0.0
2019-03-12 03:51:24,0,92,12.3,28,1.1977,0.0
2019-03-12 03:51:25,0,92,12.6,28,1.21006,0.0
2019-03-12 03:51:26,0,90,12.6,28,1.2169500000000002,0.0
2019-03-12 03:51:27,0,91,12.8,28,1.20586,0.0
2019-03-12 03:51:28,0,90,12.8,28,1.19736,0.0
2019-03-12 03:51:29,0,89,13.3,28,1.19004,0.0
2019-03-12 03:51:30,0,88,13.3,28,1.18296,0.0
2019-03-12 03:51:31,0,90,13.5,28,1.17659,0.0
2019-03-12 03:51:32,0,89,13.5,28,1.1699899999999999,0.0
2019-03-12 03:51:33,0,88,13.6,28,1.1555399999999998,0.0
2019-03-12 03:51:34,0,90,13.6,28,1.15642,0.0
2019-03-12 03:51:35,0,90,14.1,28,1.1620599999999999,0.0
2019-03-12 03:51:36,0,89,14.1,28,1.16489,0.0
2019-03-12 03:51:37,0,89,14.2,27,1.1594399999999998,0.0
2019-03-12 03:51:38,0,90,14.2,27,1.1529500000000001,0.0
2019-03-12 03:51:39,0,90,14.5,27,1.1482699999999997,0.0
2019-03-12 03:51:40,0,90,14.5,27,1.14185,0.0
2019-03-12 03:51:41,0,90,14.9,27,1.1389299999999998,0.0
2019-03-12 03:51:42,0,89,14.9,27,1.14662,0.0
2019-03-12 03:51:43,0,88,15.2,27,1.1634299999999997,0.0
2019-03-12 03:51:44,0,89,15.2,27,1.16264,0.0
2019-03-12 03:51:45,0,90,15.5,27,1.15709,0.0
2019-03-12 03:51:46,0,91,15.5,27,1.15455,0.0
2019-03-12 03:51:47,0,92,15.7,27,1.15041,0.0
2019-03-12 03:51:48,0,93,15.7,27,1.14819,0.0
2019-03-12 03:51:49,0,92,15.9,27,1.1448399999999999,0.0
2019-03-12 03:51:50,0,92,15.9,27,1.1411099999999998,0.0
2019-03-12 03:51:51,0,92,16.4,27,1.14451,0.0
2019-03-12 03:51:52,0,90,16.4,27,1.14078,0.0
2019-03-12 03:51:53,0,90,16.6,27,1.13672,0.0
2019-03-12 03:51:54,0,90,16.6,27,1.1353900000000001,0.0
2019-03-12 03:51:55,0,90,16.7,27,1.13642,0.0
2019-03-12 03:51:56,0,91,16.7,27,1.13064,0.0
2019-03-12 03:51:57,0,92,17.2,27,1.1245900000000002,0.0
2019-03-12 03:51:58,0,92,17.2,27,1.12086,0.0
2019-03-12 03:51:59,0,92,17.2,27,1.1156799999999998,0.0
2019-03-12 03:52:00,0,93,17.2,27,1.1119199999999998,0.0
2019-03-12 03:52:01,0,92,17.3,27,1.10666,0.0
2019-03-12 03:52:02,0,91,17.3,27,1.0945399999999998,0.0
2019-03-12 03:52:03,0,92,17.4,27,1.09432,0.0
2019-03-12 03:52:04,0,92,17.4,27,1.11022,0.0
2019-03-12 03:52:05,0,91,17.4,27,1.11435,0.0
2019-03-12 03:52:06,0,91,17.4,27,1.1166300000000002,0.0
2019-03-12 03:52:07,0,93,17.5,27,1.1214000000000002,0.0
2019-03-12 03:52:08,0,92,17.5,27,1.14046,0.0
2019-03-12 03:52:09,0,90,17.5,27,1.1471500000000001,0.0
2019-03-12 03:52:10,0,87,17.5,27,1.1404,0.0
2019-03-12 03:52:11,0,88,17.6,27,1.1393999999999997,0.0
2019-03-12 03:52:12,0,89,17.6,27,1.17129,0.0
2019-03-12 03:52:13,0,88,17.6,27,1.21146,0.0
2019-03-12 03:52:14,0,88,17.6,27,1.2123199999999998,0.0
2019-03-12 03:52:15,0,87,17.6,27,1.2220999999999997,0.0
2019-03-12 03:52:16,0,87,17.6,27,1.23801,0.0
2019-03-12 03:52:17,0,88,17.4,27,1.24263,0.0
2019-03-12 03:52:18,0,89,17.4,27,1.238,0.0
2019-03-12 03:52:19,0,88,17.4,27,1.2293499999999997,0.0
2019-03-12 03:52:20,0,87,17.4,27,1.2204700000000002,0.0
2019-03-12 03:52:21,0,85,17.2,27,1.21099,0.0
2019-03-12 03:52:22,0,86,17.2,27,1.20066,0.0
2019-03-12 03:52:24,0,87,17.0,27,1.18859,0.0
2019-03-12 03:52:25,0,86,16.6,27,1.1789200000000002,0.0
2019-03-12 03:52:26,0,86,16.6,27,1.1712399999999998,0.0
2019-03-12 03:52:29,0,89,16.0,27,1.15316,0.0
2019-03-12 03:52:30,0,87,16.0,27,1.15206,0.0
2019-03-12 03:52:33,0,87,15.6,27,1.1439,0.0
2019-03-12 03:52:34,0,87,15.6,27,1.14097,0.0
2019-03-12 03:52:35,0,86,14.0,27,1.1376500000000003,0.0
2019-03-12 03:52:36,0,86,14.0,27,1.1288500000000001,0.0
2019-03-12 03:52:37,0,89,12.6,27,1.1255399999999998,0.0
2019-03-12 03:52:38,0,91,12.6,27,1.13415,0.0
2019-03-12 03:52:39,0,95,11.4,28,1.13255,0.0
2019-03-12 03:52:40,0,97,11.4,28,1.13825,0.0
2019-03-12 03:52:41,0,99,10.2,29,1.12997,0.0
2019-03-12 03:52:42,0,98,10.2,29,1.14954,0.0
2019-03-12 03:52:43,0,95,9.5,29,1.1649100000000001,0.0
2019-03-12 03:52:44,0,91,9.5,29,1.1712799999999999,0.0
2019-03-12 03:52:45,0,90,8.9,29,1.17887,0.0
2019-03-12 03:52:46,0,90,8.9,29,1.1695200000000001,0.0
2019-03-12 03:52:47,0,91,8.6,29,1.16595,0.0
2019-03-12 03:52:48,0,92,8.6,29,1.16933,0.0
2019-03-12 03:52:49,0,95,8.3,29,1.1778099999999998,0.0
2019-03-12 03:52:50,0,96,8.3,29,1.1705900000000002,0.0
2019-03-12 03:52:51,0,98,8.4,30,1.14918,0.0
2019-03-12 03:52:52,0,98,8.4,30,1.1776300000000002,0.0
2019-03-12 03:52:53,0,99,8.5,30,1.18533,0.0
2019-03-12 03:52:54,0,98,8.5,31,1.1895000000000002,0.0
2019-03-12 03:52:55,0,96,8.5,31,1.18588,0.0
2019-03-12 03:52:56,0,92,8.5,31,1.1822499999999998,0.0
2019-03-12 03:52:57,0,91,8.9,30,1.1755900000000001,0.0
2019-03-12 03:52:58,0,91,8.9,30,1.1789200000000002,0.0
2019-03-12 03:52:59,0,91,9.2,30,1.1727399999999997,0.0
2019-03-12 03:53:00,0,90,9.2,30,1.1689899999999998,0.0
2019-03-12 03:53:01,0,89,9.4,30,1.1618700000000002,0.0
2019-03-12 03:53:02,0,86,9.4,31,1.1573800000000003,0.0
2019-03-12 03:53:03,0,84,9.4,31,1.1558599999999999,0.0
2019-03-12 03:53:05,0,86,9.4,31,1.13479,0.0
2019-03-12 03:53:06,0,87,9.4,31,1.1343099999999997,0.0
2019-03-12 03:53:07,0,86,9.3,31,1.13265,0.0
2019-03-12 03:53:08,0,86,9.3,31,1.14178,0.0
2019-03-12 03:53:09,0,86,9.3,31,1.15509,0.0
2019-03-12 03:53:10,0,87,9.3,31,1.1616,0.0
2019-03-12 03:53:11,0,89,9.0,31,1.16254,0.0
2019-03-12 03:53:12,0,91,9.0,31,1.16171,0.0
2019-03-12 03:53:13,0,92,8.7,31,1.14873,0.0
2019-03-12 03:53:14,0,92,8.7,31,1.14909,0.0
2019-03-12 03:53:15,0,92,8.4,30,1.15693,0.0
2019-03-12 03:53:16,0,92,8.4,30,1.1675900000000001,0.0
2019-03-12 03:53:17,0,93,8.2,30,1.12563,0.0
2019-03-12 03:53:18,0,94,8.2,30,1.1408,0.0
2019-03-12 03:53:19,0,95,8.6,30,1.1431499999999999,0.0
2019-03-12 03:53:49,0,87,11.3,28,1.20043,0.0
2019-03-12 03:53:51,0,88,11.9,27,1.20341,0.0
2019-03-12 03:53:53,0,87,12.5,27,1.1953699999999998,0.0
2019-03-12 03:53:54,0,86,12.5,27,1.1928800000000002,0.0
2019-03-12 03:54:24,0,93,12.8,28,1.17685,0.0
2019-03-12 03:54:25,0,94,12.1,28,1.1755,0.0
2019-03-12 03:54:26,0,95,12.1,28,1.14672,0.0
2019-03-12 03:54:39,0,91,10.7,28,1.1624200000000002,0.0
2019-03-12 03:54:50,0,89,7.0,30,1.20005,0.0
2019-03-12 03:54:51,0,89,7.0,30,1.19546,0.0
2019-03-12 03:54:52,0,90,6.6,30,1.18436,0.0
2019-03-12 03:54:53,0,90,6.6,30,1.18438,0.0
2019-03-12 03:54:54,0,92,6.5,30,1.1733900000000002,0.0
2019-03-12 03:54:55,0,92,6.5,30,1.16946,0.0
2019-03-12 03:54:56,0,91,6.5,30,1.1644099999999997,0.0
2019-03-12 03:54:57,0,91,6.5,30,1.1552700000000002,0.0
2019-03-12 03:54:58,0,91,6.7,30,1.1490300000000002,0.0
2019-03-12 03:55:00,0,89,6.9,30,1.14453,0.0
2019-03-12 03:55:02,0,88,7.4,30,1.14065,0.0
2019-03-12 03:55:03,0,86,7.4,30,1.1435400000000002,0.0
2019-03-12 03:55:04,0,86,7.9,30,1.1578399999999998,0.0
2019-03-12 03:55:05,0,86,7.9,30,1.1754,0.0
2019-03-12 03:55:06,0,85,8.6,31,1.18328,0.0
2019-03-12 03:55:07,0,85,8.6,31,1.1815599999999997,0.0
2019-03-12 03:55:08,0,87,9.2,31,1.18303,0.0
2019-03-12 03:55:09,0,90,9.2,31,1.18018,0.0
2019-03-12 03:55:10,0,90,10.1,31,1.1781599999999999,0.0
2019-03-12 03:55:11,0,88,10.1,31,1.1804100000000002,0.0
2019-03-12 03:55:12,0,86,10.6,31,1.1907999999999999,0.0
2019-03-12 03:55:13,0,85,10.6,31,1.19513,0.0
2019-03-12 03:55:14,0,86,10.7,31,1.1882800000000002,0.0
2019-03-12 03:55:15,0,87,10.7,31,1.1859999999999997,0.0
2019-03-12 03:55:16,0,86,11.2,31,1.18012,0.0
2019-03-12 03:55:17,0,85,11.2,31,1.1726299999999998,0.0
2019-03-12 03:55:18,0,85,11.2,32,1.1674099999999998,0.0
2019-03-12 03:55:19,0,87,11.2,32,1.16365,0.0
2019-03-12 03:55:20,0,88,11.6,32,1.16141,0.0
2019-03-12 03:55:21,0,88,11.6,32,1.15568,0.0
2019-03-12 03:55:22,0,88,11.6,32,1.1495000000000002,0.0
2019-03-12 03:55:23,0,88,11.6,32,1.1446799999999997,0.0
2019-03-12 03:55:24,0,89,11.7,32,1.14131,0.0
2019-03-12 03:55:25,0,90,11.7,32,1.1522700000000001,0.0
2019-03-12 03:55:26,0,91,11.7,31,1.18371,0.0
2019-03-12 03:55:27,0,90,11.7,31,1.19482,0.0
2019-03-12 03:55:28,0,89,11.7,31,1.2036099999999998,0.0
2019-03-12 03:55:29,0,89,11.7,31,1.2222199999999996,0.0
2019-03-12 03:55:31,0,91,11.5,31,1.23324,0.0
2019-03-12 03:55:32,0,90,11.5,31,1.2315299999999998,0.0
2019-03-12 03:55:34,0,87,11.6,31,1.22491,0.0
2019-03-12 03:55:35,0,89,11.6,31,1.2222500000000003,0.0
2019-03-12 03:55:36,0,91,11.3,31,1.22844,0.0
2019-03-12 03:55:37,0,92,11.3,31,1.2172399999999999,0.0
2019-03-12 03:55:38,0,92,11.4,31,1.21122,0.0
2019-03-12 04:02:20,1,83,5.9,29,2.26241,0.0
2019-03-12 04:02:21,1,84,6.2,29,2.3017899999999996,0.0
2019-03-12 04:02:22,1,86,6.2,29,2.2968400000000004,0.0
2019-03-12 04:02:23,1,86,6.8,29,2.2547,0.0
2019-03-12 04:02:24,1,84,6.8,29,2.22274,0.0
2019-03-12 04:02:25,1,83,7.3,29,2.2090699999999996,0.0
2019-03-12 04:02:26,1,83,7.3,29,2.19898,0.0
2019-03-12 04:02:27,1,82,8.1,29,2.23227,0.0
2019-03-12 04:02:28,1,80,8.1,29,2.34265,0.0
2019-03-12 04:02:29,1,80,8.8,29,2.34971,0.0
2019-03-12 04:02:30,1,78,8.8,30,2.3047,0.0
2019-03-12 04:02:31,1,79,9.5,30,2.3012500000000005,0.0
2019-03-12 04:02:32,1,79,9.5,30,2.2593699999999997,0.0
2019-03-12 04:02:33,1,79,10.5,30,2.24488,0.0
2019-03-12 04:02:34,1,81,10.5,31,2.22298,0.0
2019-03-12 04:02:35,1,84,11.5,31,2.20887,0.0
2019-03-12 04:02:36,1,84,11.5,31,2.1885999999999997,0.0
2019-03-12 04:02:37,1,80,12.4,31,2.19013,0.0
2019-03-12 04:02:38,1,78,12.4,31,2.1868100000000004,0.0
2019-03-12 04:02:39,1,78,11.2,32,2.17588,0.0
2019-03-12 04:02:40,1,79,11.2,32,2.18133,0.0
2019-03-12 04:02:41,1,79,10.4,32,2.17169,0.0
2019-03-12 04:02:42,1,79,10.4,32,2.1485800000000004,0.0
2019-03-12 04:02:43,1,80,9.6,32,2.1416500000000003,0.0
2019-03-12 04:02:44,1,80,9.6,32,2.13506,0.0
2019-03-12 04:02:45,1,80,9.0,32,2.1166799999999997,0.0
2019-03-12 04:02:46,1,79,9.0,33,2.10395,0.0
2019-03-12 04:02:47,1,77,8.7,33,2.08447,0.0
2019-03-12 04:02:48,1,76,8.7,34,2.07504,0.0
2019-03-12 04:02:49,1,77,8.4,34,2.0853200000000003,0.0
2019-03-12 04:02:50,1,79,8.4,34,2.0816000000000003,0.0
2019-03-12 04:02:51,1,80,8.5,34,2.06262,0.0
2019-03-12 04:02:52,1,81,8.5,34,2.04543,0.0
2019-03-12 04:02:53,1,82,8.5,34,2.03259,0.0
2019-03-12 04:02:54,1,82,8.5,34,2.01803,0.0
2019-03-12 04:02:55,1,82,8.9,34,2.01631,0.0
2019-03-12 04:02:56,1,82,8.9,34,2.0353000000000003,0.0
2019-03-12 04:02:57,1,81,9.8,34,2.05129,0.0
2019-03-12 04:02:58,1,80,9.8,34,2.05764,0.0
2019-03-12 04:02:59,1,81,10.6,34,2.09518,0.0
2019-03-12 04:03:00,1,81,10.6,34,2.12124,0.0
2019-03-12 04:03:01,1,81,11.3,34,2.13549,0.0
2019-03-12 04:03:02,1,82,11.3,34,2.13399,0.0
2019-03-12 04:03:03,1,85,12.0,34,2.12676,0.0
2019-03-12 04:03:04,1,86,12.0,34,2.1116800000000002,0.0
2019-03-12 04:03:05,1,84,12.9,34,2.0964899999999997,0.0
2019-03-12 04:03:06,1,83,12.9,34,2.0871199999999996,0.0
2019-03-12 04:03:07,1,83,13.7,34,2.0971200000000003,0.0
2019-03-12 04:03:08,1,83,13.7,34,2.15547,0.0
2019-03-12 04:03:09,1,81,14.4,33,2.1643499999999998,0.0
2019-03-12 04:03:10,1,80,14.4,33,2.1604,0.0
2019-03-12 04:03:11,1,81,15.1,33,2.15734,0.0
2019-03-12 04:03:12,1,81,15.1,33,2.1170400000000003,0.0
2019-03-12 04:03:13,1,80,15.7,33,2.11772,0.0
2019-03-12 04:03:14,1,82,15.7,33,2.15799,0.0
2019-03-12 04:03:15,1,84,16.2,33,2.1824,0.0
2019-03-12 04:03:16,1,84,16.2,33,2.17829,0.0
2019-03-12 04:03:17,1,83,16.1,33,2.18667,0.0
2019-03-12 04:03:18,1,81,16.1,34,2.2081,0.0
2019-03-12 04:03:19,1,80,16.3,34,2.2209599999999994,0.0
2019-03-12 04:03:20,1,80,16.3,34,2.2019,0.0
2019-03-12 04:03:21,1,81,16.6,34,2.24296,0.0
2019-03-12 04:03:22,1,84,16.6,34,2.26135,0.0
2019-03-12 04:03:23,1,85,16.9,34,2.2283,0.0
2019-03-12 04:03:24,1,85,16.9,34,2.19928,0.0
2019-03-12 04:03:25,1,85,17.1,34,2.16689,0.0
2019-03-12 04:03:26,1,86,17.1,34,2.14173,0.0
2019-03-12 04:03:27,1,88,17.4,34,2.12384,0.0
2019-03-12 04:03:28,1,90,17.4,34,2.09937,0.0
2019-03-12 04:03:29,1,91,17.6,34,2.0918099999999997,0.0
2019-03-12 04:03:30,1,91,17.6,34,2.07849,0.0
2019-03-12 04:03:31,1,90,17.9,34,2.0698700000000003,0.0
2019-03-12 04:03:32,1,89,17.9,34,2.0560099999999997,0.0
2019-03-12 04:03:33,1,88,18.1,34,2.0425400000000002,0.0
2019-03-12 04:03:34,1,85,18.1,34,2.02746,0.0
2019-03-12 04:03:35,1,83,18.3,34,2.0146900000000003,0.0
2019-03-12 04:03:36,1,82,18.3,34,2.0054400000000006,0.0
2019-03-12 04:03:37,1,81,18.2,34,2.02143,0.0
2019-03-12 04:03:38,1,82,18.2,34,2.01992,0.0
2019-03-12 04:03:39,1,83,16.7,34,1.9999699999999998,0.0
2019-03-12 04:03:40,1,82,16.7,34,1.9899600000000004,0.0
2019-03-12 04:03:41,1,83,15.3,34,1.9795000000000003,0.0
2019-03-12 04:03:42,1,83,15.3,34,1.9729700000000001,0.0
2019-03-12 04:03:43,1,82,14.4,34,1.9782899999999999,0.0
2019-03-12 04:03:44,1,81,14.4,34,1.9910299999999999,0.0
2019-03-12 04:03:45,1,81,13.5,34,2.00695,0.0
2019-03-12 04:03:46,1,83,13.5,34,2.0015300000000003,0.0
2019-03-12 04:03:47,1,82,13.1,34,2.04171,0.0
2019-03-12 04:03:48,1,82,13.1,34,2.0825000000000005,0.0
2019-03-12 04:03:49,1,81,12.7,34,2.0793500000000003,0.0
2019-03-12 04:03:50,1,80,12.7,34,2.06881,0.0
2019-03-12 04:03:51,1,79,12.6,34,2.06212,0.0
2019-03-12 04:03:52,1,79,12.6,34,2.0693,0.0
2019-03-12 04:03:53,1,81,12.9,34,2.0491699999999997,0.0
2019-03-12 04:03:54,1,81,12.9,34,2.0316799999999997,0.0
2019-03-12 04:03:55,1,81,13.1,34,2.02987,0.0
2019-03-12 04:03:56,1,81,13.1,34,2.03585,0.0
2019-03-12 04:03:57,1,80,13.6,34,2.04262,0.0
2019-03-12 04:03:58,1,80,13.6,34,2.02498,0.0
2019-03-12 04:03:59,1,79,14.0,35,2.0092299999999996,0.0
2019-03-12 04:04:00,1,78,14.0,35,1.9963899999999999,0.0
2019-03-12 04:04:01,1,78,14.4,35,1.9871699999999997,0.0
2019-03-12 04:04:03,1,81,14.8,35,1.9712299999999998,0.0
2019-03-12 04:04:04,1,81,14.8,35,1.9563699999999997,0.0
2019-03-12 04:04:05,1,82,15.1,35,1.9454,0.0
2019-03-12 04:04:07,1,82,15.5,35,1.9341599999999999,0.0
2019-03-12 04:04:09,1,82,15.8,35,1.9283899999999996,0.0
2019-03-12 04:04:10,1,81,15.8,35,1.9218999999999997,0.0
2019-03-12 04:04:11,1,79,16.1,35,1.91703,0.0
2019-03-12 04:04:22,1,81,15.3,37,2.0277000000000003,0.0
2019-03-12 04:04:23,1,80,14.0,37,2.02062,0.0
2019-03-12 04:04:24,1,80,14.0,37,2.0291,0.0
2019-03-12 04:04:25,1,80,12.9,37,2.0552500000000005,0.0
2019-03-12 04:04:26,1,79,12.9,37,2.03981,0.0
2019-03-12 04:04:27,1,79,11.9,37,2.01424,0.0
2019-03-12 04:04:28,1,81,11.9,37,2.0044099999999996,0.0
2019-03-12 04:04:29,1,79,11.2,37,1.9930499999999998,0.0
2019-03-12 04:04:30,1,79,11.2,37,1.9903600000000001,0.0
2019-03-12 04:04:31,1,81,10.4,37,1.9810500000000002,0.0
2019-03-12 04:04:32,1,81,10.4,37,1.9724899999999999,0.0
2019-03-12 04:04:33,1,81,9.9,36,1.97028,0.0
2019-03-12 04:04:34,1,82,9.9,36,1.9695100000000003,0.0
2019-03-12 04:04:35,1,82,9.5,36,1.96473,0.0
2019-03-12 04:04:36,1,81,9.5,36,1.98245,0.0
2019-03-12 04:04:37,1,81,9.2,36,1.9804099999999998,0.0
2019-03-12 04:04:38,1,83,9.2,36,1.97364,0.0
2019-03-12 04:04:39,1,82,9.1,35,1.9685699999999997,0.0
2019-03-12 04:04:40,1,81,9.1,35,1.9652499999999997,0.0
2019-03-12 04:04:41,1,82,8.5,35,1.9795500000000001,0.0
2019-03-12 04:04:42,1,82,8.5,35,1.99532,0.0
2019-03-12 04:04:43,1,81,8.1,35,1.9832900000000002,0.0
2019-03-12 04:04:44,1,82,8.1,35,1.9726199999999998,0.0
2019-03-12 04:04:45,1,82,7.8,35,1.96881,0.0
2019-03-12 04:04:46,1,82,7.8,34,1.9551199999999997,0.0
2019-03-12 04:04:47,1,83,7.5,34,1.9280099999999998,0.0
2019-03-12 04:04:48,1,86,7.5,34,1.98505,0.0
2019-03-12 04:04:49,1,85,7.3,34,1.98702,0.0
2019-03-12 04:04:50,1,83,7.3,34,1.9956800000000001,0.0
2019-03-12 04:04:51,1,83,7.1,34,1.9929200000000005,0.0
2019-03-12 04:04:52,1,83,7.1,34,1.96675,0.0
2019-03-12 04:04:53,1,83,7.0,34,1.9664000000000001,0.0
2019-03-12 04:04:55,1,85,7.1,34,1.98685,0.0
2019-03-12 04:04:56,1,85,7.1,34,1.9686999999999997,0.0
2019-03-12 04:04:58,1,86,7.1,34,1.9467199999999998,0.0
2019-03-12 04:05:00,1,85,7.4,34,1.9247299999999998,0.0
2019-03-12 04:05:25,1,82,4.5,30,1.92332,0.0
2019-03-12 04:05:26,1,81,4.5,30,1.9102900000000003,0.0
2019-03-12 04:05:28,1,81,4.2,29,1.9043300000000003,0.0
2019-03-12 04:05:29,1,83,4.2,30,1.9306699999999999,0.0
2019-03-12 04:05:30,1,84,4.0,30,1.96379,0.0
2019-03-12 04:05:32,1,86,3.8,30,1.9628,0.0
2019-03-12 04:05:33,1,86,3.8,30,1.96079,0.0
2019-03-12 04:05:34,1,85,3.4,30,1.93705,0.0
2019-03-12 04:05:35,1,86,3.4,29,1.9224600000000003,0.0
2019-03-12 04:05:36,1,86,3.1,29,1.91157,0.0
2019-03-12 04:05:38,1,86,3.1,29,1.8939799999999998,0.0
2019-03-12 04:05:39,1,87,3.1,29,1.88646,0.0
2019-03-12 04:05:40,1,88,3.4,29,1.8853500000000003,0.0
2019-03-12 04:05:41,1,86,3.4,29,1.88179,0.0
2019-03-12 04:05:42,1,86,3.6,29,1.8780299999999996,0.0
2019-03-12 04:05:43,1,86,3.6,29,1.87866,0.0
2019-03-12 04:05:44,1,85,4.2,29,1.86652,0.0
2019-03-12 04:05:45,1,86,4.2,30,1.82647,0.0
2019-03-12 04:05:46,1,87,4.6,30,1.82299,0.0
2019-03-12 04:05:48,1,88,5.3,30,1.8537499999999998,0.0
2019-03-12 04:05:49,1,89,5.3,30,1.8465399999999998,0.0
2019-03-12 04:05:51,1,92,5.9,31,1.8264,0.0
2019-03-12 04:05:53,1,89,6.5,31,1.8176199999999998,0.0
2019-03-12 04:05:54,1,87,7.0,31,1.8200499999999997,0.0
2019-03-12 04:05:55,1,85,7.0,31,1.81448,0.0
2019-03-12 04:05:57,1,83,7.5,30,1.8411599999999997,0.0
2019-03-12 04:05:58,1,84,7.1,31,1.8762999999999999,0.0
2019-03-12 04:06:01,1,86,6.7,31,2.0273200000000005,0.0
2019-03-12 04:06:03,1,88,6.9,31,2.02297,0.0
2019-03-12 04:06:04,1,89,7.8,31,2.0087,0.0
2019-03-12 04:06:05,1,88,7.8,31,2.00602,0.0
2019-03-12 04:06:06,1,87,8.5,31,2.00719,0.0
2019-03-12 04:06:07,1,85,8.5,31,2.0050600000000003,0.0
2019-03-12 04:06:08,1,82,9.7,31,1.9900899999999997,0.0
2019-03-12 04:06:09,1,79,9.7,31,2.00086,0.0
2019-03-12 04:06:10,1,80,9.0,31,2.02065,0.0
2019-03-12 04:06:11,1,80,9.0,31,2.0061299999999997,0.0
2019-03-12 04:06:12,1,80,8.4,31,1.9884899999999999,0.0
2019-03-12 04:06:13,1,82,8.4,31,1.9831699999999999,0.0
2019-03-12 04:06:14,1,83,8.2,31,1.97976,0.0
2019-03-12 04:06:15,1,83,8.2,31,1.9776099999999999,0.0
2019-03-12 04:06:16,1,84,8.0,30,1.9765700000000002,0.0
2019-03-12 04:06:17,1,84,8.0,30,1.96432,0.0
2019-03-12 04:06:18,1,82,8.1,30,1.94973,0.0
2019-03-12 04:06:19,1,83,8.1,30,1.9407299999999998,0.0
2019-03-12 04:06:20,1,84,8.2,30,1.9270899999999997,0.0
2019-03-12 04:06:22,1,81,8.6,30,1.9099,0.0
2019-03-12 04:06:23,1,80,8.6,30,1.9006399999999999,0.0
2019-03-12 04:06:24,1,80,9.2,30,1.89044,0.0
2019-03-12 04:06:25,1,80,9.2,30,1.88732,0.0
2019-03-12 04:06:26,1,80,9.8,30,1.8820000000000001,0.0
2019-03-12 04:06:27,1,83,9.8,29,1.8777899999999998,0.0
2019-03-12 04:06:28,1,85,10.6,29,1.8743499999999997,0.0
2019-03-12 04:06:29,1,85,10.6,29,1.86978,0.0
2019-03-12 04:12:41,6,87,17.7,25,3.0037999999999996,2.0
2019-03-12 04:13:10,7,89,18.6,25,3.00572,2.0
2019-03-12 04:13:15,7,94,18.4,26,2.96401,2.0
2019-03-12 04:13:16,7,94,18.3,26,2.96972,2.0
2019-03-12 04:13:17,7,92,18.3,26,2.96386,2.0
2019-03-12 04:13:18,7,91,16.7,26,2.96404,2.0
2019-03-12 04:13:19,7,90,16.7,26,2.9843200000000007,2.0
2019-03-12 04:13:20,7,88,15.4,26,2.99009,2.0
2019-03-12 04:13:21,7,87,15.4,26,2.9541300000000006,2.0
2019-03-12 04:13:22,7,87,14.4,26,2.92664,2.0
2019-03-12 04:13:23,7,87,14.4,26,2.91037,2.0
2019-03-12 04:13:24,7,86,13.6,26,2.90382,2.0
2019-03-12 04:13:25,7,87,13.6,26,2.89209,2.0
2019-03-12 04:13:26,7,87,13.1,26,2.87479,2.0
2019-03-12 04:13:27,7,87,13.1,26,2.8582400000000003,2.0
2019-03-12 04:13:28,7,89,12.7,25,2.8532800000000003,2.0
2019-03-12 04:13:29,7,89,12.7,25,2.8461600000000002,2.0
2019-03-12 04:13:30,7,89,12.7,25,2.83611,2.0
2019-03-12 04:13:31,7,90,12.7,25,2.82069,2.0
2019-03-12 04:13:32,7,90,12.9,25,2.8188899999999997,2.0
2019-03-12 04:13:33,7,89,12.9,24,2.82391,2.0
2019-03-12 04:13:34,7,89,13.1,24,2.8242999999999996,2.0
2019-03-12 04:13:35,7,89,13.1,25,2.81805,2.0
2019-03-12 04:13:36,7,89,13.6,25,2.8046999999999995,2.0
2019-03-12 04:13:37,7,89,13.6,24,2.81653,2.0
2019-03-12 04:13:38,7,89,13.7,25,2.83943,2.0
2019-03-12 04:13:39,7,90,13.7,25,2.8451200000000005,2.0
2019-03-12 04:13:40,7,91,14.2,24,2.83214,2.0
2019-03-12 04:13:41,7,90,14.2,24,2.8540099999999997,2.0
2019-03-12 04:13:42,7,90,14.2,24,2.85901,2.0
2019-03-12 04:13:43,7,91,14.2,24,2.83865,2.0
2019-03-12 04:13:44,7,90,14.6,24,2.81708,2.0
2019-03-12 04:13:45,7,90,14.6,24,2.7977600000000002,2.0
2019-03-12 04:13:46,7,89,14.6,24,2.78169,2.0
2019-03-12 04:13:47,7,89,14.6,24,2.7746299999999997,2.0
2019-03-12 04:13:49,7,89,15.0,23,2.76117,2.0
2019-03-12 04:13:50,7,90,15.3,23,2.7538400000000003,2.0
2019-03-12 04:13:51,7,89,15.3,23,2.7414899999999998,2.0
2019-03-12 04:13:52,7,89,15.3,23,2.7258299999999993,2.0
2019-03-12 04:13:53,7,90,15.3,23,2.7130300000000007,2.0
2019-03-12 04:13:54,7,90,15.5,23,2.6999600000000004,2.0
2019-03-12 04:13:55,7,89,15.5,23,2.7057999999999995,2.0
2019-03-12 04:13:56,7,89,15.5,23,2.705199999999999,2.0
2019-03-12 04:13:57,7,88,15.5,23,2.6899100000000002,2.0
2019-03-12 04:13:58,7,87,15.7,23,2.6811399999999996,2.0
2019-03-12 04:13:59,7,86,15.7,22,2.6837,2.0
